Input	Input Type	MGI Gene/Marker ID	Ensembl ID
Slc9a8	current symbol	MGI:1924281	ENSMUSG00000039463
Slco2b1	current symbol	MGI:1351872	ENSMUSG00000030737
Slit2	current symbol	MGI:1315205	ENSMUSG00000031558
Slit2	human synonym	MGI:1315202	ENSMUSG00000056427
Slk	human synonym	MGI:95602	ENSMUSG00000019843
Slk	current symbol	MGI:103241	ENSMUSG00000025060
Slmap	current symbol	MGI:1933549	ENSMUSG00000021870
Slmo1	old symbol	MGI:2442865	ENSMUSG00000024530
Slmo2	old symbol	MGI:1913640	ENSMUSG00000016257
Sltm	current symbol	MGI:1913910	ENSMUSG00000032212
Slu7	current symbol	MGI:2385598	ENSMUSG00000020409
Slx4	current symbol	MGI:106299	ENSMUSG00000039738
Smad2	current symbol	MGI:108051	ENSMUSG00000024563
Smad4	current symbol	MGI:894293	ENSMUSG00000024515
Smad5	current symbol	MGI:1328787	ENSMUSG00000021540
Smad6	current symbol	MGI:1336883	ENSMUSG00000036867
Smagp	current symbol	MGI:2448476	ENSMUSG00000053559
Smap1	current symbol	MGI:2138261	ENSMUSG00000026155
Smap1	human synonym	MGI:2142246	ENSMUSG00000030533
Smap2	human synonym	MGI:1925906	ENSMUSG00000003778
Smap2	current symbol	MGI:1917030	ENSMUSG00000032870
Smap2	human synonym	MGI:1929881	ENSMUSG00000023886
Smarca4	current symbol	MGI:88192	ENSMUSG00000032187
Smarcad1	current symbol	MGI:95453	ENSMUSG00000029920
Smarcb1	current symbol	MGI:1328366	ENSMUSG00000000902
Smarcc1	current symbol	MGI:1203524	ENSMUSG00000032481
Smarcd1	current symbol	MGI:1933623	ENSMUSG00000023018
Smarcd3	current symbol	MGI:1914243	ENSMUSG00000028949
Smarce1	current symbol	MGI:1927347	ENSMUSG00000037935
Smc2	human synonym	MGI:1330805	ENSMUSG00000027739
Smc2	current symbol	MGI:106067	ENSMUSG00000028312
Smc3	current symbol	MGI:1339795	ENSMUSG00000024974
Smc4	current symbol	MGI:1917349	ENSMUSG00000034349
Smc5	current symbol	MGI:2385088	ENSMUSG00000024943
Smc6	current symbol	MGI:1914491	ENSMUSG00000020608
Smchd1	current symbol	MGI:1921605	ENSMUSG00000024054
Smek1	old symbol	MGI:1915984	ENSMUSG00000041846
Smg1	current symbol	MGI:1919742	ENSMUSG00000030655
Smg5	current symbol	MGI:2447364	ENSMUSG00000001415
Smn1	current symbol	MGI:109257	ENSMUSG00000021645
Smpd1	current symbol	MGI:98325	ENSMUSG00000037049
Smpd2	current symbol	MGI:1278330	ENSMUSG00000019822
Smpd4	current symbol	MGI:1924876	ENSMUSG00000005899
Smpdl3b	current symbol	MGI:1916022	ENSMUSG00000028885
Smu1	current symbol	MGI:1915546	ENSMUSG00000028409
Smurf1	current symbol	MGI:1923038	ENSMUSG00000038780
Smyd2	current symbol	MGI:1915889	ENSMUSG00000026603
Smyd3	current symbol	MGI:1916976	ENSMUSG00000055067
Smyd4	current symbol	MGI:2442796	ENSMUSG00000018809
Snap23	current symbol	MGI:109356	ENSMUSG00000027287
Snap47	current symbol	MGI:1915076	ENSMUSG00000009894
Snapc1	current symbol	MGI:1922877	ENSMUSG00000021113
Snapc3	current symbol	MGI:1916338	ENSMUSG00000028483
Snapc4	current symbol	MGI:2443935	ENSMUSG00000036281
Snapc5	current symbol	MGI:1914282	ENSMUSG00000032398
Snapin	current symbol	MGI:1333745	ENSMUSG00000001018
Snd1	current symbol	MGI:1929266	ENSMUSG00000001424
Snhg1	current symbol	MGI:3763743	ENSMUSG00000108414
Snhg12	current symbol	MGI:1916721	ENSMUSG00000086290
Snhg3	current symbol	MGI:2684817	ENSMUSG00000085241
Snhg6	current symbol	MGI:1921074	ENSMUSG00000098234
Snhg7	current symbol	MGI:1919341	ENSMUSG00000120369
Snhg8	current symbol	MGI:1917145	ENSMUSG00000104960
Snip1	current symbol	MGI:2156003	ENSMUSG00000050213
Snn	current symbol	MGI:1276549	ENSMUSG00000037972
Snord15a	current symbol	MGI:3645887	ENSMUSG00000065822
Snrk	current symbol	MGI:108104	ENSMUSG00000038145
Snrnp200	current symbol	MGI:2444401	ENSMUSG00000003660
Snrnp25	current symbol	MGI:1925622	ENSMUSG00000040767
Snrnp40	current symbol	MGI:1913835	ENSMUSG00000074088
Snrnp48	current symbol	MGI:1915047	ENSMUSG00000021431
Snrnp70	current symbol	MGI:98341	ENSMUSG00000063511
Snrpa1	current symbol	MGI:1916231	ENSMUSG00000030512
Snrpb	current symbol	MGI:98342	ENSMUSG00000027404
Snrpb	zebrafish symbol	MGI:98347	ENSMUSG00000102252
Snrpe	current symbol	MGI:98346	ENSMUSG00000090553
Snrpe	human symbol	MGI:3650419	ENSMUSG00000082044
Snw1	current symbol	MGI:1913604	ENSMUSG00000021039
Snx1	current symbol	MGI:1928395	ENSMUSG00000032382
Snx11	current symbol	MGI:1921729	ENSMUSG00000020876
Snx13	current symbol	MGI:2661416	ENSMUSG00000020590
Snx15	current symbol	MGI:1916274	ENSMUSG00000024787
Snx16	current symbol	MGI:1921968	ENSMUSG00000027534
Snx18	current symbol	MGI:2137642	ENSMUSG00000042364
Snx19	current symbol	MGI:1921581	ENSMUSG00000031993
Snx20	current symbol	MGI:1918857	ENSMUSG00000031662
Snx21	current symbol	MGI:1917729	ENSMUSG00000050373
Snx24	current symbol	MGI:1916476	ENSMUSG00000024535
Snx25	current symbol	MGI:2142610	ENSMUSG00000038291
Snx27	current symbol	MGI:1923992	ENSMUSG00000028136
Snx3	current symbol	MGI:1860188	ENSMUSG00000019804
Snx32	current symbol	MGI:2444704	ENSMUSG00000056185
Snx4	current symbol	MGI:1916400	ENSMUSG00000022808
Snx6	current symbol	MGI:1919433	ENSMUSG00000005656
Snx8	current symbol	MGI:2443816	ENSMUSG00000029560
Socs2	current symbol	MGI:1201787	ENSMUSG00000020027
Socs3	current symbol	MGI:1201791	ENSMUSG00000053113
Socs5	current symbol	MGI:2385459	ENSMUSG00000037104
Sod1	current symbol	MGI:98351	ENSMUSG00000022982
Sod2	current symbol	MGI:98352	ENSMUSG00000006818
Son	current symbol	MGI:98353	ENSMUSG00000022961
Sorl1	current symbol	MGI:1202296	ENSMUSG00000049313
Sos1	current symbol	MGI:98354	ENSMUSG00000024241
Sos1	rat synonym	MGI:98355	ENSMUSG00000034801
Sox12	current symbol	MGI:98360	ENSMUSG00000051817
Sox12	zebrafish symbol	MGI:1097162	
Sox13	current symbol	MGI:98361	ENSMUSG00000070643
Sox2	current symbol	MGI:98364	ENSMUSG00000074637
Sox4	current symbol	MGI:98366	ENSMUSG00000076431
Sp1	human synonym	MGI:1347245	ENSMUSG00000074272
Sp1	human synonym	MGI:1347246	ENSMUSG00000054385
Sp1	human synonym	MGI:1344365	ENSMUSG00000053226
Sp1	current symbol	MGI:98372	ENSMUSG00000001280
Sp3	current symbol	MGI:1277166	ENSMUSG00000027109
Sp9	current symbol	MGI:3574660	ENSMUSG00000068859
Spag5	current symbol	MGI:1927470	ENSMUSG00000002055
Spag7	current symbol	MGI:107380	ENSMUSG00000018287
Spag9	current symbol	MGI:1918084	ENSMUSG00000020859
Sparc	current symbol	MGI:98373	ENSMUSG00000018593
Spata2	current symbol	MGI:2146885	ENSMUSG00000047030
Spata24	current symbol	MGI:1918492	ENSMUSG00000024352
Spata5	old symbol	MGI:1927170	ENSMUSG00000027722
Spata7	current symbol	MGI:2144877	ENSMUSG00000021007
Spc24	current symbol	MGI:1914879	ENSMUSG00000074476
Spc25	current symbol	MGI:1913692	ENSMUSG00000005233
Spcs1	current symbol	MGI:1916269	ENSMUSG00000021917
Spcs2	current symbol	MGI:1913874	ENSMUSG00000035227
Specc1	current symbol	MGI:2442356	ENSMUSG00000042331
Spef1	current symbol	MGI:3513546	ENSMUSG00000027329
Spef1	zebrafish symbol	MGI:2685939	ENSMUSG00000073795
Spen	human synonym	MGI:2443205	ENSMUSG00000048109
Spen	current symbol	MGI:1891706	ENSMUSG00000040761
Spg20	old symbol	MGI:2139806	ENSMUSG00000036580
Spg21	current symbol	MGI:106403	ENSMUSG00000032388
Spg7	current symbol	MGI:2385906	ENSMUSG00000000738
Spic	synonym	MGI:2145481	ENSMUSG00000052180
Spic	current symbol	MGI:1341168	ENSMUSG00000004359
Spice1	current symbol	MGI:1196252	ENSMUSG00000043065
Spin1	rat synonym	MGI:102848	ENSMUSG00000066361
Spin1	rat synonym	MGI:98377	ENSMUSG00000058207
Spin1	rat synonym	MGI:98378	ENSMUSG00000079012
Spin1	current symbol	MGI:109242	ENSMUSG00000021395
Spin1	human synonym	MGI:1920908	ENSMUSG00000030741
Spink10	current symbol	MGI:3584533	ENSMUSG00000044176
Spint2	current symbol	MGI:1338031	ENSMUSG00000074227
Spire1	current symbol	MGI:1915416	ENSMUSG00000024533
Spns1	current symbol	MGI:1920908	ENSMUSG00000030741
Spon2	current symbol	MGI:1923724	ENSMUSG00000037379
Spop	zebrafish symbol	MGI:3645792	ENSMUSG00000068879
Spop	current symbol	MGI:1343085	ENSMUSG00000057522
Spop	zebrafish symbol	MGI:3643869	ENSMUSG00000089696
Spop	zebrafish symbol	MGI:3702972	ENSMUSG00000074424
Spop	zebrafish symbol	MGI:3644284	ENSMUSG00000090268
Spop	zebrafish symbol	MGI:2449436	ENSMUSG00000094084
Spop	zebrafish symbol	MGI:3027902	ENSMUSG00000103362
Spop	zebrafish symbol	MGI:3027903	ENSMUSG00000058005
Spop	zebrafish symbol	MGI:3027904	ENSMUSG00000060256
Spop	zebrafish symbol	MGI:3027905	ENSMUSG00000094163
Spop	zebrafish symbol	MGI:5610824	ENSMUSG00000103350
Spop	zebrafish symbol	MGI:3645677	ENSMUSG00000096879
Spop	zebrafish symbol	MGI:3702970	ENSMUSG00000094328
Spop	zebrafish symbol	MGI:3704095	ENSMUSG00000095822
Spp1	human synonym	MGI:1921572	ENSMUSG00000024560
Spp1	synonym	MGI:2135760	ENSMUSG00000021054
Spp1	current symbol	MGI:98389	ENSMUSG00000029304
Spred1	current symbol	MGI:2150016	ENSMUSG00000027351
Spry1	current symbol	MGI:1345139	ENSMUSG00000037211
Spry4	current symbol	MGI:1345144	ENSMUSG00000024427
Spryd3	current symbol	MGI:2446175	ENSMUSG00000036966
Spryd4	current symbol	MGI:1913951	ENSMUSG00000051346
Sptlc1	current symbol	MGI:1099431	ENSMUSG00000021468
Sptlc2	current symbol	MGI:108074	ENSMUSG00000021036
Sqle	current symbol	MGI:109296	ENSMUSG00000022351
Sqstm1	current symbol	MGI:107931	ENSMUSG00000015837
Srbd1	current symbol	MGI:1925836	ENSMUSG00000024135
Src	current symbol	MGI:98397	ENSMUSG00000027646
Srd5a3	current symbol	MGI:1930252	ENSMUSG00000029233
Srebf1	current symbol	MGI:107606	ENSMUSG00000020538
Srebf2	current symbol	MGI:107585	ENSMUSG00000022463
Srek1	current symbol	MGI:2145245	ENSMUSG00000032621
Srek1ip1	current symbol	MGI:1914538	ENSMUSG00000021716
Srf	current symbol	MGI:106658	ENSMUSG00000015605
Srfbp1	current symbol	MGI:1914472	ENSMUSG00000024528
Srgap2	current symbol	MGI:109605	ENSMUSG00000026425
Srgap2	human synonym	MGI:2152938	ENSMUSG00000030257
Srgap3	human synonym	MGI:109605	ENSMUSG00000026425
Srgap3	current symbol	MGI:2152938	ENSMUSG00000030257
Sri	current symbol	MGI:98419	ENSMUSG00000003161
Srl	current symbol	MGI:2146620	ENSMUSG00000022519
Srm	current symbol	MGI:102690	ENSMUSG00000006442
Srm	synonym	MGI:101865	ENSMUSG00000027579
Srp14	current symbol	MGI:107169	ENSMUSG00000009549
Srp19	current symbol	MGI:1913634	ENSMUSG00000014504
Srp68	current symbol	MGI:1917447	ENSMUSG00000020780
Srp72	current symbol	MGI:1333795	ENSMUSG00000036323
Srpk1	current symbol	MGI:106908	ENSMUSG00000004865
Srprb	current symbol	MGI:102964	ENSMUSG00000032553
Srrd	current symbol	MGI:1917368	ENSMUSG00000029346
Srrm1	current symbol	MGI:1858303	ENSMUSG00000028809
Srrm2	current symbol	MGI:1923206	ENSMUSG00000039218
Srrt	current symbol	MGI:1933527	ENSMUSG00000037364
Srsf1	current symbol	MGI:98283	ENSMUSG00000018379
Srsf11	current symbol	MGI:1916457	ENSMUSG00000055436
Srsf2	current symbol	MGI:98284	ENSMUSG00000034120
Srsf3	current symbol	MGI:98285	ENSMUSG00000071172
Srsf5	current symbol	MGI:98287	ENSMUSG00000021134
Srsf6	current symbol	MGI:1915246	ENSMUSG00000016921
Srsf7	current symbol	MGI:1926232	ENSMUSG00000024097
Srsf9	current symbol	MGI:104896	ENSMUSG00000029538
Ss18	current symbol	MGI:107708	ENSMUSG00000037013
Ssb	current symbol	MGI:98423	ENSMUSG00000068882
Ssbp1	current symbol	MGI:1920040	ENSMUSG00000029911
Ssbp2	current symbol	MGI:1914220	ENSMUSG00000003992
Ssbp4	zebrafish symbol	MGI:1919725	ENSMUSG00000061887
Ssbp4	current symbol	MGI:1924150	ENSMUSG00000070003
Ssh1	current symbol	MGI:2686240	ENSMUSG00000042121
Ssna1	current symbol	MGI:1915725	ENSMUSG00000026966
Ssr2	current symbol	MGI:1913506	ENSMUSG00000041355
Ssr3	current symbol	MGI:1914687	ENSMUSG00000027828
Ssrp1	current symbol	MGI:107912	ENSMUSG00000027067
Sssca1	old symbol	MGI:1913482	ENSMUSG00000079478
Ssu72	current symbol	MGI:1916241	ENSMUSG00000029038
St13	current symbol	MGI:1917606	ENSMUSG00000022403
St14	current symbol	MGI:1338881	ENSMUSG00000031995
St3gal2	current symbol	MGI:99427	ENSMUSG00000031749
St3gal4	current symbol	MGI:1316743	ENSMUSG00000032038
St6galnac2	current symbol	MGI:107553	ENSMUSG00000057286
St6galnac2	current symbol	MGI:107553	ENSMUSG00000110170
St6galnac3	current symbol	MGI:1341828	ENSMUSG00000052544
St6galnac4	current symbol	MGI:1341894	ENSMUSG00000079442
St7l	current symbol	MGI:2386964	ENSMUSG00000045576
Stag1	synonym	MGI:1929600	ENSMUSG00000038400
Stag1	current symbol	MGI:1098658	ENSMUSG00000037286
Stambp	current symbol	MGI:1917777	ENSMUSG00000006906
Stard3	current symbol	MGI:1929618	ENSMUSG00000018167
Stard3nl	current symbol	MGI:1923455	ENSMUSG00000003062
Stard4	current symbol	MGI:2156764	ENSMUSG00000024378
Stat3	current symbol	MGI:103038	ENSMUSG00000004040
Stat5b	zebrafish symbol	MGI:103036	ENSMUSG00000004043
Stat5b	current symbol	MGI:103035	ENSMUSG00000020919
Stat6	current symbol	MGI:103034	ENSMUSG00000002147
Stau1	current symbol	MGI:1338864	ENSMUSG00000039536
Stil	current symbol	MGI:107477	ENSMUSG00000028718
Stim1	current symbol	MGI:107476	ENSMUSG00000030987
Stip1	synonym	MGI:1889642	ENSMUSG00000024271
Stip1	current symbol	MGI:109130	ENSMUSG00000024966
Stk10	current symbol	MGI:1099439	ENSMUSG00000020272
Stk16	current symbol	MGI:1313271	ENSMUSG00000026201
Stk17b	current symbol	MGI:2138162	ENSMUSG00000026094
Stk24	current symbol	MGI:2385007	ENSMUSG00000063410
Stk35	current symbol	MGI:1914583	ENSMUSG00000037885
Stk36	current symbol	MGI:1920831	ENSMUSG00000033276
Stk38	current symbol	MGI:2442572	ENSMUSG00000024006
Stk39	current symbol	MGI:1858416	ENSMUSG00000027030
Stmn1	current symbol	MGI:96739	ENSMUSG00000028832
Stmn3	current symbol	MGI:1277137	ENSMUSG00000027581
Stoml2	current symbol	MGI:1913842	ENSMUSG00000028455
Stox2	current symbol	MGI:1918319	ENSMUSG00000038143
Strada	current symbol	MGI:1919399	ENSMUSG00000069631
Strap	human synonym	MGI:1914472	ENSMUSG00000024528
Strap	current symbol	MGI:1329037	ENSMUSG00000030224
Strap	human synonym	MGI:2683584	ENSMUSG00000006288
Strbp	current symbol	MGI:104626	ENSMUSG00000026915
Strn3	current symbol	MGI:2151064	ENSMUSG00000020954
Strn4	current symbol	MGI:2142346	ENSMUSG00000030374
Stt3a	current symbol	MGI:105124	ENSMUSG00000032116
Stt3b	current symbol	MGI:1915542	ENSMUSG00000032437
Stx12	current symbol	MGI:1931027	ENSMUSG00000028879
Stx17	current symbol	MGI:1914977	ENSMUSG00000061455
Stx18	current symbol	MGI:1918366	ENSMUSG00000029125
Stx2	rat synonym	MGI:1930705	ENSMUSG00000030806
Stx2	current symbol	MGI:108059	ENSMUSG00000029428
Stx3	current symbol	MGI:103077	ENSMUSG00000041488
Stx5a	current symbol	MGI:1928483	ENSMUSG00000010110
Stx6	current symbol	MGI:1926235	ENSMUSG00000026470
Stxbp2	current symbol	MGI:107370	ENSMUSG00000004626
Stxbp3a	old symbol	MGI:107362	ENSMUSG00000027882
Stxbp5	current symbol	MGI:1926058	ENSMUSG00000019790
Sub1	current symbol	MGI:104811	ENSMUSG00000022205
Sucla2	current symbol	MGI:1306775	ENSMUSG00000022110
Suclg1	current symbol	MGI:1927234	ENSMUSG00000052738
Suclg2	current symbol	MGI:1306824	ENSMUSG00000061838
Suds3	current symbol	MGI:1919204	ENSMUSG00000066900
Sufu	current symbol	MGI:1345643	ENSMUSG00000025231
Sugp1	current symbol	MGI:1917866	ENSMUSG00000011306
Sugp2	current symbol	MGI:2678085	ENSMUSG00000036054
Sugt1	current symbol	MGI:1915205	ENSMUSG00000022024
Sulf2	current symbol	MGI:1919293	ENSMUSG00000006800
Sult5a1	current symbol	MGI:1931463	ENSMUSG00000000739
Sumf1	current symbol	MGI:1889844	ENSMUSG00000030101
Sumf2	current symbol	MGI:1915152	ENSMUSG00000025538
Sun1	current symbol	MGI:1924303	ENSMUSG00000036817
Supv3l1	current symbol	MGI:2441711	ENSMUSG00000020079
Surf4	current symbol	MGI:98445	ENSMUSG00000014867
Susd1	current symbol	MGI:3651543	ENSMUSG00000038578
Susd2	current symbol	MGI:1918983	ENSMUSG00000006342
Susd4	current symbol	MGI:2138351	ENSMUSG00000038576
Suv39h2	current symbol	MGI:1890396	ENSMUSG00000026646
Suv420h1	old symbol	MGI:2444557	ENSMUSG00000045098
Suv420h2	old symbol	MGI:2385262	ENSMUSG00000059851
Suz12	current symbol	MGI:1261758	ENSMUSG00000017548
Svil	current symbol	MGI:2147319	ENSMUSG00000024236
Svip	current symbol	MGI:1922994	ENSMUSG00000074093
Syce2	current symbol	MGI:1919096	ENSMUSG00000003824
Sycp3	human symbol	MGI:2685619	ENSMUSG00000073177
Sycp3	zebrafish symbol	MGI:2685986	ENSMUSG00000079578
Sycp3	zebrafish symbol	MGI:3713084	ENSMUSG00000079577
Sycp3	current symbol	MGI:109542	ENSMUSG00000020059
Syde1	current symbol	MGI:1918959	ENSMUSG00000032714
Syf2	current symbol	MGI:1915842	ENSMUSG00000028821
Sympk	current symbol	MGI:1915438	ENSMUSG00000023118
Syncrip	current symbol	MGI:1891690	ENSMUSG00000032423
Syne1	current symbol	MGI:1927152	ENSMUSG00000096054
Syne2	current symbol	MGI:2449316	ENSMUSG00000063450
Syngr1	current symbol	MGI:1328323	ENSMUSG00000022415
Syngr2	current symbol	MGI:1328324	ENSMUSG00000048277
Syngr3	current symbol	MGI:1341881	ENSMUSG00000007021
Synj2bp	human symbol	MGI:5141963	ENSMUSG00000021139
Synj2bp	current symbol	MGI:1344347	ENSMUSG00000090935
Sypl	old symbol	MGI:108081	ENSMUSG00000020570
Syt7	current symbol	MGI:1859545	ENSMUSG00000024743
Sytl1	current symbol	MGI:1933365	ENSMUSG00000028860
Szt2	current symbol	MGI:3033336	ENSMUSG00000033253
Tab2	current symbol	MGI:1915902	ENSMUSG00000015755
Tac2	human synonym	MGI:98474	ENSMUSG00000061762
Tac2	current symbol	MGI:98476	ENSMUSG00000025400
Tacc2	current symbol	MGI:1928899	ENSMUSG00000030852
Tacc3	current symbol	MGI:1341163	ENSMUSG00000037313
Taco1	current symbol	MGI:1917457	ENSMUSG00000001983
Tada1	current symbol	MGI:1196415	ENSMUSG00000026563
Tada1	human synonym	MGI:1923457	ENSMUSG00000035413
Tada2a	current symbol	MGI:2144471	ENSMUSG00000018651
Tada3	current symbol	MGI:1915724	ENSMUSG00000048930
Taf12	current symbol	MGI:1913714	ENSMUSG00000028899
Taf1c	current symbol	MGI:109576	ENSMUSG00000031832
Taf1d	current symbol	MGI:1922566	ENSMUSG00000031939
Taf2	current symbol	MGI:2443028	ENSMUSG00000037343
Taf3	current symbol	MGI:2388097	ENSMUSG00000025782
Taf4a	old symbol	MGI:2152346	ENSMUSG00000039117
Taf4b	current symbol	MGI:2152345	ENSMUSG00000054321
Taf5	current symbol	MGI:2442144	ENSMUSG00000025049
Taf5l	current symbol	MGI:1919039	ENSMUSG00000038697
Taf7	current symbol	MGI:1346348	ENSMUSG00000051316
Taf8	current symbol	MGI:1926879	ENSMUSG00000023980
Tagln2	current symbol	MGI:1312985	ENSMUSG00000026547
Tanc1	current symbol	MGI:1914110	ENSMUSG00000035168
Tanc2	current symbol	MGI:2444121	ENSMUSG00000053580
Taok2	current symbol	MGI:1915919	ENSMUSG00000059981
Tap1	human synonym	MGI:1915065	ENSMUSG00000003585
Tap1	current symbol	MGI:98483	ENSMUSG00000037321
Tapt1	current symbol	MGI:2683537	ENSMUSG00000046985
Tardbp	current symbol	MGI:2387629	ENSMUSG00000041459
Tars	old symbol	MGI:106314	ENSMUSG00000022241
Tars2	current symbol	MGI:1919057	ENSMUSG00000028107
Tatdn1	current symbol	MGI:1916944	ENSMUSG00000050891
Tatdn2	current symbol	MGI:3576210	ENSMUSG00000056952
Tatdn3	current symbol	MGI:1916222	ENSMUSG00000026632
Tax1bp1	current symbol	MGI:1289308	ENSMUSG00000004535
Tbc1d1	current symbol	MGI:1889508	ENSMUSG00000029174
Tbc1d10a	current symbol	MGI:2144164	ENSMUSG00000034412
Tbc1d10b	current symbol	MGI:1915699	ENSMUSG00000042492
Tbc1d10c	current symbol	MGI:1922072	ENSMUSG00000040247
Tbc1d12	current symbol	MGI:2384803	ENSMUSG00000048720
Tbc1d13	current symbol	MGI:2385326	ENSMUSG00000039678
Tbc1d14	current symbol	MGI:1098708	ENSMUSG00000029192
Tbc1d15	current symbol	MGI:1913937	ENSMUSG00000020130
Tbc1d2	current symbol	MGI:2652885	ENSMUSG00000039813
Tbc1d22b	current symbol	MGI:2681867	ENSMUSG00000042203
Tbc1d23	current symbol	MGI:1914831	ENSMUSG00000022749
Tbc1d9b	current symbol	MGI:1924045	ENSMUSG00000036644
Tbcb	current symbol	MGI:1913661	ENSMUSG00000006095
Tbccd1	current symbol	MGI:1917823	ENSMUSG00000004462
Tbcd	current symbol	MGI:1919686	ENSMUSG00000039230
Tbce	current symbol	MGI:1917680	ENSMUSG00000039233
Tbck	current symbol	MGI:2445052	ENSMUSG00000028030
Tbk1	current symbol	MGI:1929658	ENSMUSG00000020115
Tbkbp1	current symbol	MGI:1920424	ENSMUSG00000038517
Tbl3	current symbol	MGI:2384863	ENSMUSG00000040688
Tbp	current symbol	MGI:101838	ENSMUSG00000014767
Tbpl1	current symbol	MGI:1339946	ENSMUSG00000071359
Tbrg1	current symbol	MGI:1100877	ENSMUSG00000011114
Tbrg4	current symbol	MGI:1100868	ENSMUSG00000000384
Tbx3	current symbol	MGI:98495	ENSMUSG00000018604
Tcea3	current symbol	MGI:1196908	ENSMUSG00000001604
Tceb1	old symbol	MGI:1915173	ENSMUSG00000079658
Tceb3	old symbol	MGI:1351315	ENSMUSG00000028668
Tcerg1	current symbol	MGI:1926421	ENSMUSG00000024498
Tcf12	current symbol	MGI:101877	ENSMUSG00000032228
Tcf19	current symbol	MGI:103180	ENSMUSG00000050410
Tcf25	current symbol	MGI:1914105	ENSMUSG00000001472
Tcf3	current symbol	MGI:98510	ENSMUSG00000020167
Tcf3	old symbol	MGI:1202876	ENSMUSG00000055799
Tcf4	synonym	MGI:109128	ENSMUSG00000017950
Tcf4	current symbol	MGI:98506	ENSMUSG00000053477
Tcf4	synonym	MGI:1202879	ENSMUSG00000024985
Tcf7	current symbol	MGI:98507	ENSMUSG00000000782
Tcfl5	current symbol	MGI:2672878	ENSMUSG00000038932
Tchp	current symbol	MGI:1925082	ENSMUSG00000002486
Tcirg1	current symbol	MGI:1350931	ENSMUSG00000001750
Tcn2	current symbol	MGI:98534	ENSMUSG00000020432
Tcn2	synonym	MGI:3774597	
Tcof1	current symbol	MGI:892003	ENSMUSG00000024613
Tcp11	current symbol	MGI:98544	ENSMUSG00000062859
Tctex1d2	old symbol	MGI:1913311	ENSMUSG00000014075
Tctn1	current symbol	MGI:3603820	ENSMUSG00000038593
Tctn3	current symbol	MGI:1914840	ENSMUSG00000025008
Tdp1	current symbol	MGI:1920036	ENSMUSG00000021177
Tdp2	current symbol	MGI:1860486	ENSMUSG00000035958
Tdrd3	current symbol	MGI:2444023	ENSMUSG00000022019
Tdrd7	current symbol	MGI:2140279	ENSMUSG00000035517
Tdrkh	current symbol	MGI:1919884	ENSMUSG00000041912
Tead1	current symbol	MGI:101876	ENSMUSG00000055320
Tead4	current symbol	MGI:106907	ENSMUSG00000030353
Tec	synonym	MGI:1352457	ENSMUSG00000028341
Tec	current symbol	MGI:98662	ENSMUSG00000029217
Tecr	current symbol	MGI:1915408	ENSMUSG00000031708
Tek	current symbol	MGI:98664	ENSMUSG00000006386
Tekt2	current symbol	MGI:1346335	ENSMUSG00000028845
Telo2	current symbol	MGI:1918968	ENSMUSG00000024170
Tep1	synonym	MGI:109583	ENSMUSG00000013663
Tep1	current symbol	MGI:109573	ENSMUSG00000006281
Terf1	current symbol	MGI:109634	ENSMUSG00000025925
Terf2	current symbol	MGI:1195972	ENSMUSG00000031921
Tes	current symbol	MGI:105081	ENSMUSG00000029552
Tes	human symbol	MGI:3648288	ENSMUSG00000068113
Tes	human symbol	MGI:3648554	ENSMUSG00000090102
Tesk1	current symbol	MGI:1201675	ENSMUSG00000028458
Tet1	current symbol	MGI:1098693	ENSMUSG00000047146
Tet2	current symbol	MGI:2443298	ENSMUSG00000040943
Tex10	current symbol	MGI:1344413	ENSMUSG00000028345
Tex261	synonym	MGI:1915031	ENSMUSG00000001016
Tex261	current symbol	MGI:1096575	ENSMUSG00000014748
Tex264	current symbol	MGI:1096570	ENSMUSG00000040813
Tex9	current symbol	MGI:1201610	ENSMUSG00000090626
Tfam	current symbol	MGI:107810	ENSMUSG00000003923
Tfb2m	current symbol	MGI:107937	ENSMUSG00000026492
Tfdp1	current symbol	MGI:101934	ENSMUSG00000038482
Tfdp2	current symbol	MGI:107167	ENSMUSG00000032411
Tfpi	current symbol	MGI:1095418	ENSMUSG00000027082
Tfpt	current symbol	MGI:1916964	ENSMUSG00000006335
Tfrc	current symbol	MGI:98822	ENSMUSG00000022797
Tgds	current symbol	MGI:1923605	ENSMUSG00000022130
Tgfa	current symbol	MGI:98724	ENSMUSG00000029999
Tgfb2	current symbol	MGI:98726	ENSMUSG00000039239
Tgfbi	current symbol	MGI:99959	ENSMUSG00000035493
Tgfbr1	current symbol	MGI:98728	ENSMUSG00000007613
Tgfbrap1	current symbol	MGI:2447427	ENSMUSG00000070939
Tgif1	current symbol	MGI:1194497	ENSMUSG00000047407
Tgm1	current symbol	MGI:98730	ENSMUSG00000022218
Tgs1	human synonym	MGI:1919818	ENSMUSG00000058729
Tgs1	current symbol	MGI:2151797	ENSMUSG00000028233
Thada	current symbol	MGI:3039623	ENSMUSG00000024251
Thap1	current symbol	MGI:1921004	ENSMUSG00000037214
Thap11	current symbol	MGI:1930964	ENSMUSG00000036442
Thap3	current symbol	MGI:1917126	ENSMUSG00000039759
Thap4	current symbol	MGI:1914276	ENSMUSG00000026279
Thap6	current symbol	MGI:1922436	ENSMUSG00000102644
Them4	current symbol	MGI:1923028	ENSMUSG00000028145
Them4	zebrafish symbol	MGI:1913448	ENSMUSG00000028148
