ATAC summit (left anchor),ATAC summit (right anchor)
chr5:137115941-137115942,chr5:137294781-137294782
chr5:137314223-137314224,chr5:137314223-137314224
chr5:137333402-137333403,chr5:137333402-137333403
chr5:137502248-137502249,chr5:137083277-137083278
chr5:137533686-137533687,chr5:137502248-137502249
chr5:137601187-137601188,chr5:137502248-137502249
chr5:137601187-137601188,chr5:137533686-137533687
chr5:137612287-137612288,chr5:137533686-137533687
chr5:137628999-137629000,chr5:137601187-137601188
chr5:137612287-137612288,chr5:137533686-137533687
chr5:137628999-137629000,chr5:137601187-137601188
chr5:137628999-137629000,chr5:137612287-137612288
chr5:137786907-137786908,chr5:137779160-137779161
chr5:138117161-138117162,chr5:137779160-137779161
chr5:138117161-138117162,chr5:137786907-137786908
chr5:138160736-138160737,chr5:138085196-138085197
chr5:138171854-138171855,chr5:137786907-137786908
chr5:138188301-138188302,chr5:137786907-137786908
chr5:138117161-138117162,chr5:138117161-138117162
chr5:138171854-138171855,chr5:138160736-138160737
chr5:138621211-138621212,chr5:137786907-137786908
chr5:138171854-138171855,chr5:138171854-138171855
chr5:138188301-138188302,chr5:138188301-138188302
chr5:138621211-138621212,chr5:138117161-138117162
chr5:138194264-138194265,chr5:138171854-138171855
chr5:138621211-138621212,chr5:138188301-138188302
chr5:138753796-138753797,chr5:138194264-138194265
chr5:138621211-138621212,chr5:138255485-138255486
chr5:138621211-138621212,chr5:138188301-138188302
chr5:139259166-139259167,chr5:139252184-139252185
chr5:139794262-139794263,chr5:139479405-139479406
chr5:139484625-139484626,chr5:139344842-139344843
chr5:139794262-139794263,chr5:139775851-139775852
chr5:139908358-139908359,chr5:139794262-139794263
chr5:140321653-140321654,chr5:139794262-139794263
chr5:140419378-140419379,chr5:139827050-139827051
chr5:140321653-140321654,chr5:139908358-139908359
chr5:140419378-140419379,chr5:139794262-139794263
chr5:140321653-140321654,chr5:139827050-139827051
chr5:140419378-140419379,chr5:139908358-139908359
chr5:140419378-140419379,chr5:140321653-140321654
chr5:140419378-140419379,chr5:140389566-140389567
chr5:142367439-142367440,chr5:140830749-140830750
chr5:142401398-142401399,chr5:142367439-142367440
chr5:142386421-142386422,chr5:142380039-142380040
chr5:142401398-142401399,chr5:140830749-140830750
chr5:142440021-142440022,chr5:142367439-142367440
chr5:142386421-142386422,chr5:142386421-142386422
chr5:142401398-142401399,chr5:142367439-142367440
chr5:142440021-142440022,chr5:142386421-142386422
chr5:142440021-142440022,chr5:142401398-142401399
chr5:142809495-142809496,chr5:142795096-142795097
chr5:142817888-142817889,chr5:142795096-142795097
chr5:142822404-142822405,chr5:142809495-142809496
chr5:142817888-142817889,chr5:142795096-142795097
chr5:142822404-142822405,chr5:142809495-142809496
chr5:142906359-142906360,chr5:142809495-142809496
chr5:142962615-142962616,chr5:142817888-142817889
chr5:142906359-142906360,chr5:142822404-142822405
chr5:142929206-142929207,chr5:142906359-142906360
chr5:142962615-142962616,chr5:142906359-142906360
chr5:143055650-143055651,chr5:142921433-142921434
chr5:142906359-142906360,chr5:142817888-142817889
chr5:142929206-142929207,chr5:142822404-142822405
chr5:142962615-142962616,chr5:142906359-142906360
chr5:143055650-143055651,chr5:142921433-142921434
chr5:142921433-142921434,chr5:142906359-142906360
chr5:142926444-142926445,chr5:142809495-142809496
chr5:142929206-142929207,chr5:142817888-142817889
chr5:142932502-142932503,chr5:142822404-142822405
chr5:142962615-142962616,chr5:142906359-142906360
chr5:143055650-143055651,chr5:142926444-142926445
chr5:142926444-142926445,chr5:142929206-142929207
chr5:142929206-142929207,chr5:142932502-142932503
chr5:142962615-142962616,chr5:142962615-142962616
chr5:142962615-142962616,chr5:142817888-142817889
chr5:143055650-143055651,chr5:142822404-142822405
chr5:142962615-142962616,chr5:142906359-142906360
chr5:143055650-143055651,chr5:142929206-142929207
chr5:143036093-143036094,chr5:142932502-142932503
chr5:143055650-143055651,chr5:142962615-142962616
chr5:143055650-143055651,chr5:143036093-143036094
chr5:143055650-143055651,chr5:143048540-143048541
chr5:143235002-143235003,chr5:143180746-143180747
chr5:143271761-143271762,chr5:143235002-143235003
chr5:143910158-143910159,chr5:143622221-143622222
chr5:143910158-143910159,chr5:143572403-143572404
chr5:143910158-143910159,chr5:143622221-143622222
chr5:143638081-143638082,chr5:143633070-143633071
chr5:143642273-143642274,chr5:143572403-143572404
chr5:143633070-143633071,chr5:143622221-143622222
chr5:143638081-143638082,chr5:143622221-143622222
chr5:143642273-143642274,chr5:143638081-143638082
chr5:143657121-143657122,chr5:143642273-143642274
chr5:143678449-143678450,chr5:143638081-143638082
chr5:143638081-143638082,chr5:143657121-143657122
chr5:143657121-143657122,chr5:143638081-143638082
chr5:143663588-143663589,chr5:143622221-143622222
chr5:143669516-143669517,chr5:143638081-143638082
chr5:143678449-143678450,chr5:143642273-143642274
chr5:143817739-143817740,chr5:143638081-143638082
chr5:143910158-143910159,chr5:143404028-143404029
chr5:143657121-143657122,chr5:143527933-143527934
chr5:143678449-143678450,chr5:143548782-143548783
chr5:143663588-143663589,chr5:143638081-143638082
chr5:143910158-143910159,chr5:143817739-143817740
chr5:144254950-144254951,chr5:144223522-144223523
chr5:144768179-144768180,chr5:144254950-144254951
chr5:144357891-144357892,chr5:144223522-144223523
chr5:144768179-144768180,chr5:144254950-144254951
chr5:144768179-144768180,chr5:144357891-144357892
chr5:144904465-144904466,chr5:144898702-144898703
chr5:144946431-144946432,chr5:144898702-144898703
chr5:144964428-144964429,chr5:144898702-144898703
chr5:144964428-144964429,chr5:144904465-144904466
chr5:144964428-144964429,chr5:144932119-144932120
chr5:144964428-144964429,chr5:144946431-144946432
chr5:145115527-145115528,chr5:145083760-145083761
chr5:145139939-145139940,chr5:145115527-145115528
chr5:145167103-145167104,chr5:145139939-145139940
chr5:145191494-145191495,chr5:145167103-145167104
chr5:145203197-145203198,chr5:145167103-145167104
chr5:145203197-145203198,chr5:145191494-145191495
chr5:148965722-148965723,chr5:148949964-148949965
chr5:149390755-149390756,chr5:149306417-149306418
chr5:149390755-149390756,chr5:149320771-149320772
chr5:149390755-149390756,chr5:149375484-149375485
chr5:149390755-149390756,chr5:148949964-148949965
chr5:149320771-149320772,chr5:148965722-148965723
chr5:149375484-149375485,chr5:148995990-148995991
chr5:149390755-149390756,chr5:149184770-149184771
chr5:149382318-149382319,chr5:149320771-149320772
chr5:149390755-149390756,chr5:149375484-149375485
chr5:149390755-149390756,chr5:149382318-149382319
chr5:149390755-149390756,chr5:149385415-149385416
chr5:149411606-149411607,chr5:149390755-149390756
chr5:149440428-149440429,chr5:149390755-149390756
chr5:149525729-149525730,chr5:149390755-149390756
chr5:151192052-151192053,chr5:150665542-150665543
chr5:151368855-151368856,chr5:151069720-151069721
chr5:151192052-151192053,chr5:151111579-151111580
chr5:151368855-151368856,chr5:151154696-151154697
chr5:151192052-151192053,chr5:151173844-151173845
chr5:151368855-151368856,chr5:151192052-151192053
chr5:151192052-151192053,chr5:151192052-151192053
chr5:151192052-151192053,chr5:150674204-150674205
chr5:151368855-151368856,chr5:151069720-151069721
chr5:151203149-151203150,chr5:151111579-151111580
chr5:151251879-151251880,chr5:151173844-151173845
chr5:151368855-151368856,chr5:151192052-151192053
chr6:4457797-4457798,chr6:4418405-4418406
chr6:4489443-4489444,chr6:4418405-4418406
chr6:4505368-4505369,chr6:4457797-4457798
chr6:4489443-4489444,chr6:4418405-4418406
chr6:4505368-4505369,chr6:4489443-4489444
chr6:6578716-6578717,chr6:6112865-6112866
chr6:8173207-8173208,chr6:8105624-8105625
chr6:13678588-13678589,chr6:13608301-13608302
chr6:13872134-13872135,chr6:13608301-13608302
chr6:15730249-15730250,chr6:15721190-15721191
chr6:17307624-17307625,chr6:17211450-17211451
chr6:17307624-17307625,chr6:17073114-17073115
chr6:17307624-17307625,chr6:17109520-17109521
chr6:17246963-17246964,chr6:17143277-17143278
chr6:17307624-17307625,chr6:17211450-17211451
chr6:17307624-17307625,chr6:17246963-17246964
chr6:17307624-17307625,chr6:17282032-17282033
chr6:17354268-17354269,chr6:17307624-17307625
chr6:22448160-22448161,chr6:22356322-22356323
chr6:29348238-29348239,chr6:29272586-29272587
chr6:29348238-29348239,chr6:29289751-29289752
chr6:29348238-29348239,chr6:29318354-29318355
chr6:29431681-29431682,chr6:29348238-29348239
chr6:29431681-29431682,chr6:29388614-29388615
chr6:31082478-31082479,chr6:31075929-31075930
chr6:31089148-31089149,chr6:31075929-31075930
chr6:31089148-31089149,chr6:31082478-31082479
chr6:31100454-31100455,chr6:31082478-31082479
chr6:31107937-31107938,chr6:31089148-31089149
chr6:31126281-31126282,chr6:31082478-31082479
chr6:31100454-31100455,chr6:31089148-31089149
chr6:31107937-31107938,chr6:31100454-31100455
chr6:31126281-31126282,chr6:31082478-31082479
chr6:31107937-31107938,chr6:31089148-31089149
chr6:31126281-31126282,chr6:31100454-31100455
chr6:31126281-31126282,chr6:31107937-31107938
chr6:33060402-33060403,chr6:32698631-32698632
chr6:34610567-34610568,chr6:34598472-34598473
chr6:34708444-34708445,chr6:34598472-34598473
chr6:34721872-34721873,chr6:34610567-34610568
chr6:34749204-34749205,chr6:34702974-34702975
chr6:34708444-34708445,chr6:34598472-34598473
chr6:34721872-34721873,chr6:34610567-34610568
chr6:34749204-34749205,chr6:34708444-34708445
chr6:34708444-34708445,chr6:34708444-34708445
chr6:34721872-34721873,chr6:34721872-34721873
chr6:34735629-34735630,chr6:34598472-34598473
chr6:34749204-34749205,chr6:34610567-34610568
chr6:34735629-34735630,chr6:34708444-34708445
chr6:34749204-34749205,chr6:34721872-34721873
chr6:34749204-34749205,chr6:34735629-34735630
chr6:35425399-35425400,chr6:35252990-35252991
chr6:35541445-35541446,chr6:35252990-35252991
chr6:35541445-35541446,chr6:35425399-35425400
chr6:37431586-37431587,chr6:37355890-37355891
chr6:37442039-37442040,chr6:37355890-37355891
chr6:37442039-37442040,chr6:37431586-37431587
chr6:38876322-38876323,chr6:38748569-38748570
chr6:38950920-38950921,chr6:38876322-38876323
chr6:38950920-38950921,chr6:38926795-38926796
chr6:38993861-38993862,chr6:38950920-38950921
chr6:42359406-42359407,chr6:42349606-42349607
chr6:42374566-42374567,chr6:42349606-42349607
chr6:42490505-42490506,chr6:42349606-42349607
chr6:42509670-42509671,chr6:42349606-42349607
chr6:42513732-42513733,chr6:42349606-42349607
chr6:42542527-42542528,chr6:42349606-42349607
chr6:42565861-42565862,chr6:42349606-42349607
chr6:42582169-42582170,chr6:42349606-42349607
chr6:49216824-49216825,chr6:49073723-49073724
chr6:49216824-49216825,chr6:49097051-49097052
chr6:49216824-49216825,chr6:49210668-49210669
chr6:50566568-50566569,chr6:50380716-50380717
chr6:50456710-50456711,chr6:50110867-50110868
chr6:51163598-51163599,chr6:50680395-50680396
chr6:51171942-51171943,chr6:50684565-50684566
chr6:51163598-51163599,chr6:50719604-50719605
chr6:51171942-51171943,chr6:50807622-50807623
chr6:51163598-51163599,chr6:50680395-50680396
chr6:51171942-51171943,chr6:50684565-50684566
chr6:51163598-51163599,chr6:50719604-50719605
chr6:51171942-51171943,chr6:50807622-50807623
chr6:51171942-51171943,chr6:51163598-51163599
chr6:52240890-52240891,chr6:51171942-51171943
chr6:51470104-51470105,chr6:51171942-51171943
chr6:52160020-52160021,chr6:51171942-51171943
chr6:52172811-52172812,chr6:51171942-51171943
chr6:52185472-52185473,chr6:51171942-51171943
chr6:52212986-52212987,chr6:51171942-51171943
chr6:52221856-52221857,chr6:51163598-51163599
chr6:52240890-52240891,chr6:51171942-51171943
chr6:52240890-52240891,chr6:51470104-51470105
chr6:55038135-55038136,chr6:54594089-54594090
chr6:57535523-57535524,chr6:56832062-56832063
chr6:57824413-57824414,chr6:57812145-57812146
chr6:66911194-66911195,chr6:66896453-66896454
chr6:67267232-67267233,chr6:67039027-67039028
chr6:67102734-67102735,chr6:67039027-67039028
chr6:67128624-67128625,chr6:66896453-66896454
chr6:71272096-71272097,chr6:70824667-70824668
chr6:70844306-70844307,chr6:70792507-70792508
chr6:71272096-71272097,chr6:71224448-71224449
chr6:71272096-71272097,chr6:71234592-71234593
chr6:71633229-71633230,chr6:71272096-71272097
chr6:72355767-72355768,chr6:72345587-72345588
chr6:72362492-72362493,chr6:72355767-72355768
chr6:72371420-72371421,chr6:72355767-72355768
chr6:72371420-72371421,chr6:72362492-72362493
chr6:72380433-72380434,chr6:72371420-72371421
chr6:72440137-72440138,chr6:72414129-72414130
chr6:72473623-72473624,chr6:72440137-72440138
chr6:72508852-72508853,chr6:72440137-72440138
chr6:72538884-72538885,chr6:72440137-72440138
chr6:72544725-72544726,chr6:72440137-72440138
chr6:72549070-72549071,chr6:72538884-72538885
chr6:72552885-72552886,chr6:72440137-72440138
chr6:72544725-72544726,chr6:72440137-72440138
chr6:72552885-72552886,chr6:72538884-72538885
chr6:72552885-72552886,chr6:72544725-72544726
chr6:72789305-72789306,chr6:72616934-72616935
chr6:72789305-72789306,chr6:72644778-72644779
chr6:72789305-72789306,chr6:72660078-72660079
chr6:72958408-72958409,chr6:72926633-72926634
chr6:82640251-82640252,chr6:82041621-82041622
chr6:82754519-82754520,chr6:82041621-82041622
chr6:82760458-82760459,chr6:82754519-82754520
chr6:82774532-82774533,chr6:82754519-82754520
chr6:83015823-83015824,chr6:82754519-82754520
chr6:83137553-83137554,chr6:82996363-82996364
chr6:83055038-83055039,chr6:82996363-82996364
chr6:83015823-83015824,chr6:83015823-83015824
chr6:83023981-83023982,chr6:83015823-83015824
chr6:83034551-83034552,chr6:82996363-82996364
chr6:83055038-83055039,chr6:83015823-83015824
chr6:83078645-83078646,chr6:83023981-83023982
chr6:83023981-83023982,chr6:83028193-83028194
chr6:83028193-83028194,chr6:82987565-82987566
chr6:83034551-83034552,chr6:82996363-82996364
chr6:83055038-83055039,chr6:83015823-83015824
chr6:83078645-83078646,chr6:83023981-83023982
chr6:83137553-83137554,chr6:83028193-83028194
chr6:83034551-83034552,chr6:83034551-83034552
chr6:83055038-83055039,chr6:82996363-82996364
chr6:83034551-83034552,chr6:83015823-83015824
chr6:83055038-83055039,chr6:83034551-83034552
chr6:83055038-83055039,chr6:83055038-83055039
chr6:83078645-83078646,chr6:83078645-83078646
chr6:83078645-83078646,chr6:83115465-83115466
chr6:83137553-83137554,chr6:82754519-82754520
chr6:83115465-83115466,chr6:83015823-83015824
chr6:83137553-83137554,chr6:83055038-83055039
chr6:83121862-83121863,chr6:83078645-83078646
chr6:83137553-83137554,chr6:83115465-83115466
chr6:83137553-83137554,chr6:83121862-83121863
chr6:83137553-83137554,chr6:83125280-83125281
chr6:83145502-83145503,chr6:83137553-83137554
chr6:83325592-83325593,chr6:83317608-83317609
chr6:83507077-83507078,chr6:83442617-83442618
chr6:83794956-83794957,chr6:83776084-83776085
chr6:85451833-85451834,chr6:85437153-85437154
chr6:85915821-85915822,chr6:85451833-85451834
chr6:85960724-85960725,chr6:85451833-85451834
chr6:85960724-85960725,chr6:85915821-85915822
chr6:85960724-85960725,chr6:85937396-85937397
chr6:85973612-85973613,chr6:85960724-85960725
chr6:86365802-86365803,chr6:85960724-85960725
chr6:86396753-86396754,chr6:86365802-86365803
chr6:86404529-86404530,chr6:85960724-85960725
chr6:86438377-86438378,chr6:85960724-85960725
chr6:86371549-86371550,chr6:86396753-86396754
chr6:86404529-86404530,chr6:85960724-85960725
chr6:86438377-86438378,chr6:86404529-86404530
chr6:87277853-87277854,chr6:87271988-87271989
chr6:87838710-87838711,chr6:87811708-87811709
chr6:87851243-87851244,chr6:87811708-87811709
chr6:87851243-87851244,chr6:87838710-87838711
chr6:87857028-87857029,chr6:87851243-87851244
chr6:87868376-87868377,chr6:87851243-87851244
chr6:87875094-87875095,chr6:87851243-87851244
chr6:87887560-87887561,chr6:87851243-87851244
chr6:87887560-87887561,chr6:87875094-87875095
chr6:88842281-88842282,chr6:88518238-88518239
chr6:88900449-88900450,chr6:88518238-88518239
chr6:89345373-89345374,chr6:88935041-88935042
chr6:89345373-89345374,chr6:88900449-88900450
chr6:88962693-88962694,chr6:88925529-88925530
chr6:89345373-89345374,chr6:88935041-88935042
chr6:89345373-89345374,chr6:88942045-88942046
chr6:89345373-89345374,chr6:88962693-88962694
chr6:89413531-89413532,chr6:88971868-88971869
chr6:89345373-89345374,chr6:88962693-88962694
chr6:91203067-91203068,chr6:91180462-91180463
chr6:91211906-91211907,chr6:91193088-91193089
chr6:91203067-91203068,chr6:91180462-91180463
chr6:91211906-91211907,chr6:91193088-91193089
chr6:91211906-91211907,chr6:91203067-91203068
chr6:91218770-91218771,chr6:91203067-91203068
chr6:91218770-91218771,chr6:91211906-91211907
chr6:91260201-91260202,chr6:91211906-91211907
chr6:91878175-91878176,chr6:91684085-91684086
chr6:91689531-91689532,chr6:91689531-91689532
chr6:91731527-91731528,chr6:91515829-91515830
chr6:94700840-94700841,chr6:94627635-94627636
chr6:97179673-97179674,chr6:97149056-97149057
chr6:97211265-97211266,chr6:97179673-97179674
chr6:99520964-99520965,chr6:99065948-99065949
chr6:99520964-99520965,chr6:99065948-99065949
chr6:99327854-99327855,chr6:99065948-99065949
chr6:99440045-99440046,chr6:98775928-98775929
chr6:99485515-99485516,chr6:99019255-99019256
chr6:99520964-99520965,chr6:99065948-99065949
chr6:99520964-99520965,chr6:99131629-99131630
chr6:99520964-99520965,chr6:99159944-99159945
chr6:99520964-99520965,chr6:99327854-99327855
chr6:99520964-99520965,chr6:99479547-99479548
chr6:100715609-100715610,chr6:100707224-100707225
chr6:100720148-100720149,chr6:100707224-100707225
chr6:100732852-100732853,chr6:100707224-100707225
chr6:100799997-100799998,chr6:100707224-100707225
chr6:101378935-101378936,chr6:101361304-101361305
chr6:108660040-108660041,chr6:108452697-108452698
chr6:108570463-108570464,chr6:108444652-108444653
chr6:108660040-108660041,chr6:108452697-108452698
chr6:108667172-108667173,chr6:108457772-108457773
chr6:108660040-108660041,chr6:108537152-108537153
chr6:108667172-108667173,chr6:108212712-108212713
chr6:108457772-108457773,chr6:108444652-108444653
chr6:108570463-108570464,chr6:108449034-108449035
chr6:108660040-108660041,chr6:108452697-108452698
chr6:108667172-108667173,chr6:108457772-108457773
chr6:108570463-108570464,chr6:108537152-108537153
chr6:108660040-108660041,chr6:108570463-108570464
chr6:108667172-108667173,chr6:108444652-108444653
chr6:108570463-108570464,chr6:108449034-108449035
chr6:108660040-108660041,chr6:108452697-108452698
chr6:108667172-108667173,chr6:108457772-108457773
chr6:108660040-108660041,chr6:108537152-108537153
chr6:108667172-108667173,chr6:108570463-108570464
chr6:108709828-108709829,chr6:108660040-108660041
chr6:108667172-108667173,chr6:108660040-108660041
chr6:108693030-108693031,chr6:108667172-108667173
chr6:108709828-108709829,chr6:108570463-108570464
chr6:108693030-108693031,chr6:108660040-108660041
chr6:108709828-108709829,chr6:108667172-108667173
chr6:112948154-112948155,chr6:112924974-112924975
chr6:113076956-113076957,chr6:113046424-113046425
chr6:113307377-113307378,chr6:113076956-113076957
chr6:113099870-113099871,chr6:113046424-113046425
chr6:113325995-113325996,chr6:113307377-113307378
chr6:113377691-113377692,chr6:113325995-113325996
chr6:113377691-113377692,chr6:113343928-113343929
chr6:113623391-113623392,chr6:113604303-113604304
chr6:113693682-113693683,chr6:113623391-113623392
chr6:113693682-113693683,chr6:113638360-113638361
chr6:114969155-114969156,chr6:114931956-114931957
chr6:116208454-116208455,chr6:116193606-116193607
chr6:117544377-117544378,chr6:117166746-117166747
chr6:117906894-117906895,chr6:117879493-117879494
chr6:117916650-117916651,chr6:117879493-117879494
chr6:117916650-117916651,chr6:117906894-117906895
chr6:119848416-119848417,chr6:119479176-119479177
chr6:119902658-119902659,chr6:119479176-119479177
chr6:120192048-120192049,chr6:119848416-119848417
chr6:119902658-119902659,chr6:119479176-119479177
chr6:120192048-120192049,chr6:120038408-120038409
chr6:120836223-120836224,chr6:120822774-120822775
chr6:120928203-120928204,chr6:120917061-120917062
chr6:124415115-124415116,chr6:122810852-122810853
chr6:124484956-124484957,chr6:124415115-124415116
chr6:124712461-124712462,chr6:124662855-124662856
chr6:124741152-124741153,chr6:124712461-124712462
chr6:124757424-124757425,chr6:124741152-124741153
chr6:124807290-124807291,chr6:124712461-124712462
chr6:124746242-124746243,chr6:124741152-124741153
chr6:124757424-124757425,chr6:124746242-124746243
chr6:124807290-124807291,chr6:124757424-124757425
chr6:124829345-124829346,chr6:124712461-124712462
chr6:124757424-124757425,chr6:124741152-124741153
chr6:124768917-124768918,chr6:124757424-124757425
chr6:124807290-124807291,chr6:124768917-124768918
chr6:124814287-124814288,chr6:124757424-124757425
chr6:124829345-124829346,chr6:124807290-124807291
chr6:124807290-124807291,chr6:124741152-124741153
chr6:124814287-124814288,chr6:124757424-124757425
chr6:124829345-124829346,chr6:124807290-124807291
chr6:124930931-124930932,chr6:124814287-124814288
chr6:124829345-124829346,chr6:124807290-124807291
chr6:124930931-124930932,chr6:124829345-124829346
chr6:124930931-124930932,chr6:124918790-124918791
chr6:124965671-124965672,chr6:124930931-124930932
chr6:125145425-125145426,chr6:125132166-125132167
chr6:125191669-125191670,chr6:125166123-125166124
chr6:125354700-125354701,chr6:125349206-125349207
chr6:125540302-125540303,chr6:125425535-125425536
chr6:127330579-127330580,chr6:127132971-127132972
chr6:127453356-127453357,chr6:127151940-127151941
chr6:127151940-127151941,chr6:127151940-127151941
chr6:127330579-127330580,chr6:127151940-127151941
chr6:127330579-127330580,chr6:126939315-126939316
chr6:127266450-127266451,chr6:127132971-127132972
chr6:127286697-127286698,chr6:127147896-127147897
chr6:127326111-127326112,chr6:127151940-127151941
chr6:127330579-127330580,chr6:126939315-126939316
chr6:127453356-127453357,chr6:127151940-127151941
chr6:128034034-128034035,chr6:127991663-127991664
chr6:128363790-128363791,chr6:128299709-128299710
chr6:128356276-128356277,chr6:128342071-128342072
chr6:128363790-128363791,chr6:127991663-127991664
chr6:129231373-129231374,chr6:128299709-128299710
chr6:128356276-128356277,chr6:128342071-128342072
chr6:128363790-128363791,chr6:128356276-128356277
chr6:128363790-128363791,chr6:128798674-128798675
chr6:129231373-129231374,chr6:128843428-128843429
chr6:129231373-129231374,chr6:128843428-128843429
chr6:128843428-128843429,chr6:128843428-128843429
chr6:129231373-129231374,chr6:129216450-129216451
chr6:129237396-129237397,chr6:128299709-128299710
chr6:129231373-129231374,chr6:128356276-128356277
chr6:129180807-129180808,chr6:128363790-128363791
chr6:129216450-129216451,chr6:128798674-128798675
chr6:129222346-129222347,chr6:128839299-128839300
chr6:129231373-129231374,chr6:128843428-128843429
chr6:129237396-129237397,chr6:129180807-129180808
chr6:129231373-129231374,chr6:129212696-129212697
chr6:129237396-129237397,chr6:129216450-129216451
chr6:129231373-129231374,chr6:129222346-129222347
chr6:129222346-129222347,chr6:128798674-128798675
chr6:129231373-129231374,chr6:128843428-128843429
chr6:129231373-129231374,chr6:129180807-129180808
chr6:129237396-129237397,chr6:129231373-129231374
chr6:131298538-131298539,chr6:131293055-131293056
chr6:131388257-131388258,chr6:131383085-131383086
chr6:134058830-134058831,chr6:134036012-134036013
chr6:134089388-134089389,chr6:134036012-134036013
chr6:134151992-134151993,chr6:134036012-134036013
chr6:134189190-134189191,chr6:134036012-134036013
chr6:134439691-134439692,chr6:134036012-134036013
chr6:134670125-134670126,chr6:134036012-134036013
chr6:134898220-134898221,chr6:134670125-134670126
chr6:134920779-134920780,chr6:134898220-134898221
chr6:134928769-134928770,chr6:134898220-134898221
chr6:135363664-135363665,chr6:134920779-134920780
chr6:134928769-134928770,chr6:135251967-135251968
chr6:135363664-135363665,chr6:135251967-135251968
chr6:135363664-135363665,chr6:134898220-134898221
chr6:135332304-135332305,chr6:134928769-134928770
chr6:135351954-135351955,chr6:135069899-135069900
chr6:135363664-135363665,chr6:135251967-135251968
chr6:135363664-135363665,chr6:135266761-135266762
chr6:135363664-135363665,chr6:135318040-135318041
chr6:135363664-135363665,chr6:135332304-135332305
chr6:135363664-135363665,chr6:135341154-135341155
chr6:135363664-135363665,chr6:135351954-135351955
chr6:136519366-136519367,chr6:135363664-135363665
chr6:136828832-136828833,chr6:135363664-135363665
chr6:136899209-136899210,chr6:136808039-136808040
chr6:136828832-136828833,chr6:136519366-136519367
chr6:136899209-136899210,chr6:136828832-136828833
chr6:136941343-136941344,chr6:136828832-136828833
chr6:136965649-136965650,chr6:136899209-136899210
chr6:136941343-136941344,chr6:136828832-136828833
chr6:136965649-136965650,chr6:136899209-136899210
chr6:136965649-136965650,chr6:136941343-136941344
chr6:137520280-137520281,chr6:137515035-137515036
chr6:137558833-137558834,chr6:137515035-137515036
chr6:137581652-137581653,chr6:137520280-137520281
chr6:137649348-137649349,chr6:137558833-137558834
chr6:137558833-137558834,chr6:137515035-137515036
chr6:137581652-137581653,chr6:137520280-137520281
chr6:137585490-137585491,chr6:137558833-137558834
chr6:137649348-137649349,chr6:137520280-137520281
chr6:137566173-137566174,chr6:137558833-137558834
chr6:137581652-137581653,chr6:137515035-137515036
chr6:137585490-137585491,chr6:137520280-137520281
chr6:137649348-137649349,chr6:137558833-137558834
chr6:137649348-137649349,chr6:137581652-137581653
chr6:137649348-137649349,chr6:137585490-137585491
chr6:140621779-140621780,chr6:139769770-139769771
chr6:140621779-140621780,chr6:140514767-140514768
chr6:142386608-142386609,chr6:142368227-142368228
chr6:145341013-145341014,chr6:145275696-145275697
chr6:145329280-145329281,chr6:145211072-145211073
chr6:145341013-145341014,chr6:145275696-145275697
chr6:145341013-145341014,chr6:145329280-145329281
chr6:145724726-145724727,chr6:145433549-145433550
chr6:145746320-145746321,chr6:145441294-145441295
chr6:145793229-145793230,chr6:145364063-145364064
chr6:145797032-145797033,chr6:145441294-145441295
chr6:145449009-145449010,chr6:145449009-145449010
chr6:145793229-145793230,chr6:145364063-145364064
chr6:145797032-145797033,chr6:145441294-145441295
chr6:145449009-145449010,chr6:145449009-145449010
chr6:145724726-145724727,chr6:145724726-145724727
chr6:145746320-145746321,chr6:145449009-145449010
chr6:145793229-145793230,chr6:145449009-145449010
chr6:145797032-145797033,chr6:145364063-145364064
chr6:145724726-145724727,chr6:145433549-145433550
chr6:145746320-145746321,chr6:145441294-145441295
chr6:145769271-145769272,chr6:145449009-145449010
chr6:145782456-145782457,chr6:145364063-145364064
chr6:145793229-145793230,chr6:145433549-145433550
chr6:145797032-145797033,chr6:145441294-145441295
chr6:145865178-145865179,chr6:145449009-145449010
chr6:145746320-145746321,chr6:145449009-145449010
chr6:145967965-145967966,chr6:145865178-145865179
chr6:145978210-145978211,chr6:145865178-145865179
chr6:145991511-145991512,chr6:145865178-145865179
chr6:145991511-145991512,chr6:145978210-145978211
chr6:146913906-146913907,chr6:146886346-146886347
chr6:146960373-146960374,chr6:146886346-146886347
chr6:146985095-146985096,chr6:146886346-146886347
chr6:147476359-147476360,chr6:147091470-147091471
chr6:148592913-148592914,chr6:148211716-148211717
chr6:148831596-148831597,chr6:148211716-148211717
chr6:148896664-148896665,chr6:148211716-148211717
chr7:3457288-3457289,chr7:3291384-3291385
chr7:3617744-3617745,chr7:3291384-3291385
chr7:3629764-3629765,chr7:3291384-3291385
chr7:3645261-3645262,chr7:3617744-3617745
chr7:3665600-3665601,chr7:3291384-3291385
chr7:3693147-3693148,chr7:3629764-3629765
chr7:3704772-3704773,chr7:3291384-3291385
chr7:4149936-4149937,chr7:3645261-3645262
chr7:4443308-4443309,chr7:3291384-3291385
chr7:4502042-4502043,chr7:3629764-3629765
chr7:3629764-3629765,chr7:3645261-3645262
chr7:3645261-3645262,chr7:3665600-3665601
chr7:3693147-3693148,chr7:3291384-3291385
chr7:4149936-4149937,chr7:3693147-3693148
chr7:4443308-4443309,chr7:3693147-3693148
chr7:4502042-4502043,chr7:3291384-3291385
chr7:3665600-3665601,chr7:3629764-3629765
