Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type	Ensembl ID
Lbh	human synonym	MGI:2146839	Smim29	small integral membrane protein 29	protein coding gene	ENSMUSG00000062753
Rasgrp3	current symbol	MGI:3028579	Rasgrp3	RAS, guanyl releasing protein 3	protein coding gene	ENSMUSG00000071042
Prkce	current symbol	MGI:97599	Prkce	protein kinase C, epsilon	protein coding gene	ENSMUSG00000045038
Calm2	rat symbol	MGI:88251	Calm1	calmodulin 1	protein coding gene	ENSMUSG00000001175
Calm2	current symbol	MGI:103250	Calm2	calmodulin 2	protein coding gene	ENSMUSG00000036438
Calm2	rat symbol	MGI:103249	Calm3	calmodulin 3	protein coding gene	ENSMUSG00000019370
Tmem241	current symbol	MGI:2442435	Tmem241	transmembrane protein 241	protein coding gene	ENSMUSG00000049411
Egr1	current symbol	MGI:95295	Egr1	early growth response 1	protein coding gene	ENSMUSG00000038418
Cystm1	current symbol	MGI:1913310	Cystm1	cysteine-rich transmembrane module containing 1	protein coding gene	ENSMUSG00000046727
Dpysl3	current symbol	MGI:1349762	Dpysl3	dihydropyrimidinase-like 3	protein coding gene	ENSMUSG00000024501
Csnk1a1	current symbol	MGI:1934950	Csnk1a1	casein kinase 1, alpha 1	protein coding gene	ENSMUSG00000024576
Piezo2	current symbol	MGI:1918781	Piezo2	piezo-type mechanosensitive ion channel component 2	protein coding gene	ENSMUSG00000041482
Tcf4	synonym	MGI:109128	Hnf4a	hepatic nuclear factor 4, alpha	protein coding gene	ENSMUSG00000017950
Tcf4	current symbol	MGI:98506	Tcf4	transcription factor 4	protein coding gene	ENSMUSG00000053477
Tcf4	synonym	MGI:1202879	Tcf7l2	transcription factor 7 like 2, T cell specific, HMG box	protein coding gene	ENSMUSG00000024985
Tcirg1	current symbol	MGI:1350931	Tcirg1	T cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 protein A3	protein coding gene	ENSMUSG00000001750
Rce1	current symbol	MGI:1336895	Rce1	Ras converting CAAX endopeptidase 1	protein coding gene	ENSMUSG00000024889
Spindoc	current symbol	MGI:2147611	Spindoc	spindlin interactor and repressor of chromatin binding	protein coding gene	ENSMUSG00000024970
Rtn3	current symbol	MGI:1339970	Rtn3	reticulon 3	protein coding gene	ENSMUSG00000024758
Taf6l	current symbol	MGI:2444957	Taf6l	TATA-box binding protein associated factor 6 like	protein coding gene	ENSMUSG00000003680
Mrpl16	current symbol	MGI:2137219	Mrpl16	mitochondrial ribosomal protein L16	protein coding gene	ENSMUSG00000024683
Emx2	current symbol	MGI:95388	Emx2	empty spiracles homeobox 2	protein coding gene	ENSMUSG00000043969
Eif3a	current symbol	MGI:95301	Eif3a	eukaryotic translation initiation factor 3, subunit A	protein coding gene	ENSMUSG00000024991
Eif3a	human synonym	MGI:1196288	Eif6	eukaryotic translation initiation factor 6	protein coding gene	ENSMUSG00000027613
Optn	current symbol	MGI:1918898	Optn	optineurin	protein coding gene	ENSMUSG00000026672
Dnajc1	current symbol	MGI:103268	Dnajc1	DnaJ heat shock protein family (Hsp40) member C1	protein coding gene	ENSMUSG00000026740
Stom	current symbol	MGI:95403	Stom	stomatin	protein coding gene	ENSMUSG00000026880
Ggta1	rat synonym	MGI:1923109	4930568D16Rik	RIKEN cDNA 4930568D16 gene	protein coding gene	ENSMUSG00000026882
Ggta1	rat synonym	MGI:1346063	Ggt5	gamma-glutamyltransferase 5	protein coding gene	ENSMUSG00000006344
Ggta1	current symbol	MGI:95704	Ggta1	glycoprotein galactosyltransferase alpha 1, 3	protein coding gene	ENSMUSG00000035778
Cers6	current symbol	MGI:2442564	Cers6	ceramide synthase 6	protein coding gene	ENSMUSG00000027035
Clp1	current symbol	MGI:2138968	Clp1	CLP1, cleavage and polyadenylation factor I subunit	protein coding gene	ENSMUSG00000027079
Clp1	human synonym	MGI:2152907	Colec12	collectin sub-family member 12	protein coding gene	ENSMUSG00000036103
Clp1	old symbol	MGI:2385923	Hexim1	hexamethylene bis-acetamide inducible 1	protein coding gene	ENSMUSG00000048878
Arfgap2	current symbol	MGI:1924288	Arfgap2	ADP-ribosylation factor GTPase activating protein 2	protein coding gene	ENSMUSG00000027255
Cd44	current symbol	MGI:88338	Cd44	CD44 antigen	protein coding gene	ENSMUSG00000005087
Fmn1	current symbol	MGI:101815	Fmn1	formin 1	protein coding gene	ENSMUSG00000044042
Trp53bp1	current symbol	MGI:1351320	Trp53bp1	transformation related protein 53 binding protein 1	protein coding gene	ENSMUSG00000043909
1700037H04Rik	old symbol	MGI:1914576	Adissp	adipose secreted signaling protein	protein coding gene	ENSMUSG00000027327
Flrt3	current symbol	MGI:1918686	Flrt3	fibronectin leucine rich transmembrane protein 3	protein coding gene	ENSMUSG00000051379
Rrbp1	current symbol	MGI:1932395	Rrbp1	ribosome binding protein 1	protein coding gene	ENSMUSG00000027422
Sdcbp2	zebrafish symbol	MGI:1337026	Sdcbp	syndecan binding protein	protein coding gene	ENSMUSG00000028249
Sdcbp2	current symbol	MGI:2385156	Sdcbp2	syndecan binding protein (syntenin) 2	protein coding gene	ENSMUSG00000027456
Cbfa2t2	current symbol	MGI:1333833	Cbfa2t2	CBFA2/RUNX1 translocation partner 2	protein coding gene	ENSMUSG00000038533
Nfs1	current symbol	MGI:1316706	Nfs1	nitrogen fixation gene 1 (S. cerevisiae)	protein coding gene	ENSMUSG00000027618
Serinc3	current symbol	MGI:1349457	Serinc3	serine incorporator 3	protein coding gene	ENSMUSG00000017707
Zfp64	current symbol	MGI:107342	Zfp64	zinc finger protein 64	protein coding gene	ENSMUSG00000027551
Zfp64	synonym	MGI:104786	Zfp90	zinc finger protein 90	protein coding gene	ENSMUSG00000031907
Tpd52l2	current symbol	MGI:1913564	Tpd52l2	tumor protein D52-like 2	protein coding gene	ENSMUSG00000000827
Ndufc1	current symbol	MGI:1913627	Ndufc1	NADH:ubiquinone oxidoreductase subunit C1	protein coding gene	ENSMUSG00000037152
Lhfp	old symbol	MGI:1891214	Lhfpl1	lipoma HMGIC fusion partner-like 1	protein coding gene	ENSMUSG00000041700
Lhfp	old symbol	MGI:1920048	Lhfpl6	LHFPL tetraspan subfamily member 6	protein coding gene	ENSMUSG00000048332
Ift80	current symbol	MGI:1915509	Ift80	intraflagellar transport 80	protein coding gene	ENSMUSG00000027778
Ppm1l	current symbol	MGI:2139740	Ppm1l	protein phosphatase 1 (formerly 2C)-like	protein coding gene	ENSMUSG00000027784
Fbxw7	current symbol	MGI:1354695	Fbxw7	F-box and WD-40 domain protein 7	protein coding gene	ENSMUSG00000028086
Pmf1	current symbol	MGI:1914287	Pmf1	polyamine-modulated factor 1	protein coding gene	ENSMUSG00000028066
Trim46	current symbol	MGI:2673000	Trim46	tripartite motif-containing 46	protein coding gene	ENSMUSG00000042766
Adar	current symbol	MGI:1889575	Adar	adenosine deaminase, RNA-specific	protein coding gene	ENSMUSG00000027951
Txnip	current symbol	MGI:1889549	Txnip	thioredoxin interacting protein	protein coding gene	ENSMUSG00000038393
Pde4dip	current symbol	MGI:1891434	Pde4dip	phosphodiesterase 4D interacting protein (myomegalin)	protein coding gene	ENSMUSG00000038170
Ampd2	current symbol	MGI:88016	Ampd2	adenosine monophosphate deaminase 2	protein coding gene	ENSMUSG00000027889
Sars	old symbol	MGI:102809	Sars1	seryl-tRNA synthetase 1	protein coding gene	ENSMUSG00000068739
Sars	human synonym	MGI:1919234	Sars2	seryl-aminoacyl-tRNA synthetase 2	protein coding gene	ENSMUSG00000070699
Ppp3ca	current symbol	MGI:107164	Ppp3ca	protein phosphatase 3, catalytic subunit, alpha isoform	protein coding gene	ENSMUSG00000028161
Pdlim5	current symbol	MGI:1927489	Pdlim5	PDZ and LIM domain 5	protein coding gene	ENSMUSG00000028273
Cnr1	current symbol	MGI:104615	Cnr1	cannabinoid receptor 1 (brain)	protein coding gene	ENSMUSG00000044288
Cnr1	human synonym	MGI:5610241	Gm37013	predicted gene, 37013	protein coding gene	ENSMUSG00000103458
Cnr1	synonym	MGI:1298406	Pcdha4	protocadherin alpha 4	protein coding gene	ENSMUSG00000104252
Alg2	current symbol	MGI:1914731	Alg2	asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)	protein coding gene	ENSMUSG00000039740
Alg2	old symbol	MGI:109283	Pdcd6	programmed cell death 6	protein coding gene	ENSMUSG00000021576
Alad	current symbol	MGI:96853	Alad	aminolevulinate, delta-, dehydratase	protein coding gene	ENSMUSG00000028393
Plpp3	current symbol	MGI:1915166	Plpp3	phospholipid phosphatase 3	protein coding gene	ENSMUSG00000028517
Nsun4	current symbol	MGI:1919431	Nsun4	NOL1/NOP2/Sun domain family, member 4	protein coding gene	ENSMUSG00000028706
Pomgnt1	current symbol	MGI:1915523	Pomgnt1	protein O-linked mannose beta 1,2-N-acetylglucosaminyltransferase	protein coding gene	ENSMUSG00000028700
Ak2	current symbol	MGI:87978	Ak2	adenylate kinase 2	protein coding gene	ENSMUSG00000028792
Hnrnpr	current symbol	MGI:1891692	Hnrnpr	heterogeneous nuclear ribonucleoprotein R	protein coding gene	ENSMUSG00000066037
Hspg2	current symbol	MGI:96257	Hspg2	perlecan (heparan sulfate proteoglycan 2)	protein coding gene	ENSMUSG00000028763
Ddi2	zebrafish symbol	MGI:1919079	Ddi1	DNA-damage inducible 1	protein coding gene	ENSMUSG00000047619
Ddi2	current symbol	MGI:1917244	Ddi2	DNA-damage inducible protein 2	protein coding gene	ENSMUSG00000078515
Ddi2	rat symbol	MGI:3526447	Rsc1a1	regulatory solute carrier protein, family 1, member 1	protein coding gene	ENSMUSG00000040715
Fv1	rat symbol	MGI:1914226	2410002F23Rik	RIKEN cDNA 2410002F23 gene	protein coding gene	ENSMUSG00000045411
Fv1	current symbol	MGI:95595	Fv1	Friend virus susceptibility 1	protein coding gene	ENSMUSG00000070583
Ube4b	current symbol	MGI:1927086	Ube4b	ubiquitination factor E4B	protein coding gene	ENSMUSG00000028960
Eno1	current symbol	MGI:95393	Eno1	enolase 1, alpha non-neuron	protein coding gene	ENSMUSG00000063524
Eno1	human symbol	MGI:3648653	Eno1b	enolase 1B, retrotransposed	protein coding gene	ENSMUSG00000059040
Gnb1	current symbol	MGI:95781	Gnb1	guanine nucleotide binding protein (G protein), beta 1	protein coding gene	ENSMUSG00000029064
Cyp51	current symbol	MGI:106040	Cyp51	cytochrome P450, family 51	protein coding gene	ENSMUSG00000001467
Ppm1g	current symbol	MGI:106065	Ppm1g	protein phosphatase 1G (formerly 2C), magnesium-dependent, gamma isoform	protein coding gene	ENSMUSG00000029147
Ctbp1	current symbol	MGI:1201685	Ctbp1	C-terminal binding protein 1	protein coding gene	ENSMUSG00000037373
D5Ertd579e	current symbol	MGI:1261849	D5Ertd579e	DNA segment, Chr 5, ERATO Doi 579, expressed	protein coding gene	ENSMUSG00000029190
Ugdh	current symbol	MGI:1306785	Ugdh	UDP-glucose dehydrogenase	protein coding gene	ENSMUSG00000029201
Fryl	current symbol	MGI:1919563	Fryl	FRY like transcription coactivator	protein coding gene	ENSMUSG00000070733
Ppat	synonym	MGI:1918993	Coasy	Coenzyme A synthase	protein coding gene	ENSMUSG00000001755
Ppat	current symbol	MGI:2387203	Ppat	phosphoribosyl pyrophosphate amidotransferase	protein coding gene	ENSMUSG00000029246
Nudt9	current symbol	MGI:1921417	Nudt9	nudix hydrolase 9	protein coding gene	ENSMUSG00000029310
Hscb	current symbol	MGI:2141135	Hscb	HscB iron-sulfur cluster co-chaperone	protein coding gene	ENSMUSG00000043510
Chek2	current symbol	MGI:1355321	Chek2	checkpoint kinase 2	protein coding gene	ENSMUSG00000029521
Vsig10	current symbol	MGI:2448533	Vsig10	V-set and immunoglobulin domain containing 10	protein coding gene	ENSMUSG00000066894
Get4	current symbol	MGI:1914854	Get4	golgi to ER traffic protein 4	protein coding gene	ENSMUSG00000025858
Uspl1	current symbol	MGI:2442342	Uspl1	ubiquitin specific peptidase like 1	protein coding gene	ENSMUSG00000041264
Mdfic	current symbol	MGI:104611	Mdfic	MyoD family inhibitor domain containing	protein coding gene	ENSMUSG00000041390
Fam3c	current symbol	MGI:107892	Fam3c	FAM3 metabolism regulating signaling molecule C	protein coding gene	ENSMUSG00000029672
Cald1	current symbol	MGI:88250	Cald1	caldesmon 1	protein coding gene	ENSMUSG00000029761
Zyx	current symbol	MGI:103072	Zyx	zyxin	protein coding gene	ENSMUSG00000029860
Gng12	current symbol	MGI:1336171	Gng12	guanine nucleotide binding protein (G protein), gamma 12	protein coding gene	ENSMUSG00000036402
Rpia	current symbol	MGI:103254	Rpia	ribose 5-phosphate isomerase A	protein coding gene	ENSMUSG00000053604
Eva1a	current symbol	MGI:2385247	Eva1a	eva-1 homolog A (C. elegans)	protein coding gene	ENSMUSG00000035104
Slc6a6	current symbol	MGI:98488	Slc6a6	solute carrier family 6 (neurotransmitter transporter, taurine), member 6	protein coding gene	ENSMUSG00000030096
Eogt	current symbol	MGI:2141669	Eogt	EGF domain-specific O-linked N-acetylglucosamine (GlcNAc) transferase	protein coding gene	ENSMUSG00000035245
Camk1	current symbol	MGI:1098535	Camk1	calcium/calmodulin-dependent protein kinase I	protein coding gene	ENSMUSG00000030272
Camk1	rat synonym	MGI:1341265	Camk2d	calcium/calmodulin-dependent protein kinase II, delta	protein coding gene	ENSMUSG00000053819
Irak2	current symbol	MGI:2429603	Irak2	interleukin-1 receptor-associated kinase 2	protein coding gene	ENSMUSG00000060477
Tmcc1	current symbol	MGI:2442368	Tmcc1	transmembrane and coiled coil domains 1	protein coding gene	ENSMUSG00000030126
Tmcc1	old symbol	MGI:2442900	Tmcc3	transmembrane and coiled coil domains 3	protein coding gene	ENSMUSG00000020023
Atp6v1e1	current symbol	MGI:894326	Atp6v1e1	ATPase, H+ transporting, lysosomal V1 subunit E1	protein coding gene	ENSMUSG00000019210
Lpcat3	current symbol	MGI:1315211	Lpcat3	lysophosphatidylcholine acyltransferase 3	protein coding gene	ENSMUSG00000004270
Etv6	current symbol	MGI:109336	Etv6	ets variant 6	protein coding gene	ENSMUSG00000030199
Etfrf1	current symbol	MGI:1914886	Etfrf1	electron transfer flavoprotein regulatory factor 1	protein coding gene	ENSMUSG00000040370
Ergic2	current symbol	MGI:1914706	Ergic2	ERGIC and golgi 2	protein coding gene	ENSMUSG00000030304
Trappc6a	current symbol	MGI:1914341	Trappc6a	trafficking protein particle complex 6A	protein coding gene	ENSMUSG00000002043
Fbl	current symbol	MGI:95486	Fbl	fibrillarin	protein coding gene	ENSMUSG00000046865
Fbl	zebrafish symbol	MGI:3034689	Fbll1	fibrillarin-like 1	protein coding gene	ENSMUSG00000051062
Zfp507	current symbol	MGI:1916378	Zfp507	zinc finger protein 507	protein coding gene	ENSMUSG00000044452
Fancf	current symbol	MGI:3689889	Fancf	Fanconi anemia, complementation group F	protein coding gene	ENSMUSG00000092118
Chsy1	current symbol	MGI:2681120	Chsy1	chondroitin sulfate synthase 1	protein coding gene	ENSMUSG00000032640
Furin	current symbol	MGI:97513	Furin	furin (paired basic amino acid cleaving enzyme)	protein coding gene	ENSMUSG00000030530
Iqgap1	current symbol	MGI:1352757	Iqgap1	IQ motif containing GTPase activating protein 1	protein coding gene	ENSMUSG00000030536
Serpinh1	current symbol	MGI:88283	Serpinh1	serine (or cysteine) peptidase inhibitor, clade H, member 1	protein coding gene	ENSMUSG00000070436
Inppl1	current symbol	MGI:1333787	Inppl1	inositol polyphosphate phosphatase-like 1	protein coding gene	ENSMUSG00000032737
Lamtor1	current symbol	MGI:1913758	Lamtor1	late endosomal/lysosomal adaptor, MAPK and MTOR activator 1	protein coding gene	ENSMUSG00000030842
Cavin3	current symbol	MGI:1923422	Cavin3	caveolae associated 3	protein coding gene	ENSMUSG00000037060
Smpd1	current symbol	MGI:98325	Smpd1	sphingomyelin phosphodiesterase 1, acid lysosomal	protein coding gene	ENSMUSG00000037049
Galnt18	current symbol	MGI:2446239	Galnt18	polypeptide N-acetylgalactosaminyltransferase 18	protein coding gene	ENSMUSG00000038296
Rras2	current symbol	MGI:1914172	Rras2	related RAS viral (r-ras) oncogene 2	protein coding gene	ENSMUSG00000055723
Eef1akmt2	current symbol	MGI:1919346	Eef1akmt2	EEF1A lysine methyltransferase 2	protein coding gene	ENSMUSG00000030960
Slc25a4	current symbol	MGI:1353495	Slc25a4	solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 4	protein coding gene	ENSMUSG00000031633
Lsm6	current symbol	MGI:1925901	Lsm6	LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated	protein coding gene	ENSMUSG00000031683
Smad1	human synonym	MGI:2449057	Gars	glycyl-tRNA synthetase	protein coding gene	ENSMUSG00000029777
Smad1	current symbol	MGI:109452	Smad1	SMAD family member 1	protein coding gene	ENSMUSG00000031681
Orc6	current symbol	MGI:1929285	Orc6	origin recognition complex, subunit 6	protein coding gene	ENSMUSG00000031697
Irx3	current symbol	MGI:1197522	Irx3	Iroquois related homeobox 3	protein coding gene	ENSMUSG00000031734
Cdh11	current symbol	MGI:99217	Cdh11	cadherin 11	protein coding gene	ENSMUSG00000031673
Lrrc29	old symbol	MGI:2443262	Fbxl9	F-box and leucine-rich repeat protein 9	protein coding gene	ENSMUSG00000041679
Cmc2	current symbol	MGI:1913781	Cmc2	COX assembly mitochondrial protein 2	protein coding gene	ENSMUSG00000014633
Mbtps1	current symbol	MGI:1927235	Mbtps1	membrane-bound transcription factor peptidase, site 1	protein coding gene	ENSMUSG00000031835
Foxc2	current symbol	MGI:1347481	Foxc2	forkhead box C2	protein coding gene	ENSMUSG00000046714
Ecsit	current symbol	MGI:1349469	Ecsit	ECSIT signalling integrator	protein coding gene	ENSMUSG00000066839
Rexo2	current symbol	MGI:1888981	Rexo2	RNA exonuclease 2	protein coding gene	ENSMUSG00000032026
Zw10	current symbol	MGI:1349478	Zw10	zw10 kinetochore protein	protein coding gene	ENSMUSG00000032264
Scamp2	current symbol	MGI:1346518	Scamp2	secretory carrier membrane protein 2	protein coding gene	ENSMUSG00000040188
Cd276	current symbol	MGI:2183926	Cd276	CD276 antigen	protein coding gene	ENSMUSG00000035914
Neo1	current symbol	MGI:1097159	Neo1	neogenin	protein coding gene	ENSMUSG00000032340
Rps27l	current symbol	MGI:1915191	Rps27l	ribosomal protein S27-like	protein coding gene	ENSMUSG00000036781
Anxa2	current symbol	MGI:88246	Anxa2	annexin A2	protein coding gene	ENSMUSG00000032231
Myo1e	current symbol	MGI:106621	Myo1e	myosin IE	protein coding gene	ENSMUSG00000032220
Mapk6	current symbol	MGI:1354946	Mapk6	mitogen-activated protein kinase 6	protein coding gene	ENSMUSG00000042688
Mto1	current symbol	MGI:1915541	Mto1	mitochondrial tRNA translation optimization 1	protein coding gene	ENSMUSG00000032342
Uba7	current symbol	MGI:1349462	Uba7	ubiquitin-like modifier activating enzyme 7	protein coding gene	ENSMUSG00000032596
Rpl14	current symbol	MGI:1914365	Rpl14	ribosomal protein L14	protein coding gene	ENSMUSG00000025794
Sec22c	current symbol	MGI:2447871	Sec22c	SEC22 homolog C, vesicle trafficking protein	protein coding gene	ENSMUSG00000061536
